gen,fitness,w1,w2,w3,w4
5,0.6659999999999999,-0.598802257762535,0.17508935263846478,-0.6991137575884493,-0.3493129379821095
5,0.6600000000000001,-0.6007907200770929,0.17947539377233948,-0.6976768933792014,-0.3465343361692437
5,0.651,-0.6007907200770929,0.17947539377233948,-0.6976768933792014,-0.3465343361692437
5,0.5640000000000001,-0.703764877495131,0.39285473640936325,-0.5080258380641001,-0.3037925297703382
5,0.546,-0.601479320161204,0.18017089583785934,-0.6957739617296858,-0.34879746256298505
5,0.538,-0.5967716665134943,0.1842060398314802,-0.6972718634507343,-0.3517721725438929
5,0.534,-0.743503864182611,0.5837830771782031,-0.2416358246973638,-0.21911515458475003
5,0.5329999999999999,-0.6579463271497039,0.28440174046285865,-0.6136131238849608,-0.3312117371230244
5,0.519,-0.7120545202944989,0.41220030571551336,-0.4843901245278039,-0.297381027229625
5,0.5119999999999999,-0.7425723263230722,0.5860440795811009,-0.23874437954527963,-0.21940783532640806
5,0.506,-0.7435038641826109,0.5837830771782031,-0.24163582469736375,-0.21911515458475
5,0.504,-0.5989959352197838,0.18159520323392245,-0.6975012289331721,-0.34888262695256367
5,0.48600000000000004,-0.7086436761937037,0.406312387464878,-0.4929427769871805,-0.29956936191712086
5,0.48600000000000004,-0.6869946319494203,0.36135252928368694,-0.5447266204048037,-0.31738877465235527
5,0.485,-0.5990810152299384,0.18149498140101897,-0.6975097470262175,-0.3487716469564754
5,0.46799999999999997,-0.6915993817332364,0.3566562549027319,-0.5451672257265295,-0.3118963081195449
5,0.46499999999999997,-0.7425723263230724,0.5860440795811009,-0.23874437954527963,-0.21940783532640806
6,0.687,-0.6007907200770929,0.17947539377233948,-0.6976768933792014,-0.3465343361692437
6,0.673,-0.6007907200770929,0.17947539377233948,-0.6976768933792014,-0.3465343361692437
6,0.672,-0.5988022577625349,0.17508935263846476,-0.6991137575884492,-0.34931293798210944
6,0.6529999999999999,-0.598802257762535,0.17508935263846478,-0.6991137575884493,-0.3493129379821095
6,0.64,-0.5988022577625349,0.17508935263846476,-0.6991137575884492,-0.34931293798210944
6,0.603,-0.6007907200770929,0.17947539377233948,-0.6976768933792014,-0.3465343361692437
6,0.539,-0.6956412233046982,0.3657744132351824,-0.5345656431475246,-0.3106958967026674
6,0.5379999999999999,-0.7120545202944989,0.41220030571551336,-0.4843901245278039,-0.297381027229625
6,0.5240000000000001,-0.703764877495131,0.39285473640936325,-0.5080258380641001,-0.3037925297703382
6,0.524,-0.5967716665134943,0.1842060398314802,-0.6972718634507343,-0.3517721725438929
6,0.52,-0.6567590767648991,0.28326287245572884,-0.6158080205628199,-0.33046957800310234
6,0.508,-0.7425723263230722,0.5860440795811009,-0.23874437954527963,-0.21940783532640806
6,0.506,-0.5978932643225737,0.18289174334853764,-0.6973891245007292,-0.3503179466152656
6,0.504,-0.6579463271497039,0.28440174046285865,-0.6136131238849608,-0.3312117371230244
6,0.4960000000000001,-0.601479320161204,0.18017089583785934,-0.6957739617296858,-0.34879746256298505
6,0.49499999999999994,-0.6981239586210848,0.37335456544444023,-0.5269047884925803,-0.30919354896991075
6,0.489,-0.6944962501197234,0.3637270016028463,-0.5378633859662167,-0.3099687160208307
6,0.47700000000000004,-0.743503864182611,0.5837830771782031,-0.2416358246973638,-0.21911515458475003
6,0.45899999999999996,-0.6912131265778529,0.35572488886159226,-0.5461214624233148,-0.3121467048864952
6,0.38399999999999995,-0.7435038641826109,0.5837830771782031,-0.24163582469736375,-0.21911515458475
7,0.6990000000000001,-0.6007907200770929,0.17947539377233948,-0.6976768933792014,-0.3465343361692437
7,0.6869999999999999,-0.5988022577625349,0.17508935263846476,-0.6991137575884492,-0.34931293798210944
7,0.683,-0.6007907200770929,0.17947539377233948,-0.6976768933792014,-0.3465343361692437
7,0.6600000000000001,-0.5988022577625349,0.17508935263846476,-0.6991137575884492,-0.34931293798210944
7,0.657,-0.598802257762535,0.17508935263846478,-0.6991137575884493,-0.3493129379821095
7,0.6450000000000001,-0.6007907200770929,0.17947539377233948,-0.6976768933792014,-0.3465343361692437
7,0.645,-0.5997772702992118,0.1772352613255703,-0.6984138760730844,-0.34795537915637004
7,0.539,-0.731729439085681,0.478406565112734,-0.4021690837281113,-0.27195443464978003
7,0.538,-0.6423507638141794,0.2521451427075103,-0.6407190334302932,-0.3365820010584348
7,0.524,-0.6593090231132218,0.29278654178088487,-0.6085124177011635,-0.33060594443682373
7,0.5210000000000001,-0.703764877495131,0.39285473640936325,-0.5080258380641001,-0.3037925297703382
7,0.517,-0.5967716665134943,0.1842060398314802,-0.6972718634507343,-0.3517721725438929
7,0.5149999999999999,-0.5978932643225737,0.18289174334853764,-0.6973891245007292,-0.3503179466152656
7,0.513,-0.7120545202944989,0.41220030571551336,-0.4843901245278039,-0.297381027229625
7,0.5120000000000001,-0.6929616177567516,0.36114627489838375,-0.5408113471079934,-0.31128869443364643
7,0.5069999999999999,-0.6579463271497039,0.28440174046285865,-0.6136131238849608,-0.3312117371230244
7,0.506,-0.7425723263230722,0.5860440795811009,-0.23874437954527963,-0.21940783532640806
7,0.497,-0.6956412233046982,0.3657744132351824,-0.5345656431475246,-0.3106958967026674
7,0.487,-0.6463128165267116,0.26034399764678173,-0.6348941829648876,-0.33378154910053
7,0.44299999999999995,-0.6567590767648991,0.28326287245572884,-0.6158080205628199,-0.33046957800310234
8,0.708,-0.5997772702992118,0.1772352613255703,-0.6984138760730844,-0.34795537915637004
8,0.6950000000000001,-0.5992962640453379,0.1761754861810322,-0.6987602640339767,-0.3486262746514449
8,0.6600000000000001,-0.5988022577625349,0.17508935263846476,-0.6991137575884492,-0.34931293798210944
8,0.6570000000000001,-0.5988022577625349,0.17508935263846476,-0.6991137575884492,-0.34931293798210944
8,0.6529999999999999,-0.6007907200770929,0.17947539377233948,-0.6976768933792014,-0.3465343361692437
8,0.6519999999999999,-0.6007907200770929,0.17947539377233948,-0.6976768933792014,-0.3465343361692437
8,0.642,-0.598802257762535,0.17508935263846478,-0.6991137575884493,-0.3493129379821095
8,0.6289999999999999,-0.6007907200770929,0.17947539377233948,-0.6976768933792014,-0.3465343361692437
8,0.548,-0.731729439085681,0.478406565112734,-0.4021690837281113,-0.27195443464978003
8,0.5349999999999999,-0.6593090231132218,0.29278654178088487,-0.6085124177011635,-0.33060594443682373
8,0.529,-0.6574544177081264,0.28193332754972983,-0.6150433449651685,-0.3316458521779852
8,0.528,-0.5967716665134943,0.1842060398314802,-0.6972718634507343,-0.3517721725438929
8,0.521,-0.5978932643225737,0.18289174334853764,-0.6973891245007292,-0.3503179466152656
8,0.501,-0.6191047058634869,0.21039668090428248,-0.6745013446322622,-0.34276892497923067
8,0.49700000000000005,-0.652547837068801,0.2755837754151664,-0.622704636700894,-0.3323760498230284
8,0.4960000000000001,-0.6215056384324308,0.220182095866832,-0.6684007183149042,-0.34422531256795436
8,0.4790000000000001,-0.703764877495131,0.39285473640936325,-0.5080258380641001,-0.3037925297703382
8,0.45999999999999996,-0.6260503049701002,0.22342165804348327,-0.664678479114259,-0.3410957310877709
8,0.454,-0.7120545202944989,0.41220030571551336,-0.4843901245278039,-0.297381027229625
8,0.437,-0.6423507638141794,0.2521451427075103,-0.6407190334302932,-0.3365820010584348
9,0.71,-0.6007907200770929,0.17947539377233948,-0.6976768933792014,-0.3465343361692437
9,0.691,-0.5988022577625349,0.17508935263846476,-0.6991137575884492,-0.34931293798210944
9,0.6739999999999999,-0.5997794361264661,0.17724003816213582,-0.6984123114661005,-0.3479523531529591
9,0.6679999999999999,-0.598802257762535,0.17508935263846478,-0.6991137575884493,-0.3493129379821095
9,0.665,-0.6007907200770929,0.17947539377233948,-0.6976768933792014,-0.3465343361692437
9,0.6639999999999999,-0.5988022577625349,0.17508935263846476,-0.6991137575884492,-0.34931293798210944
9,0.647,-0.6007907200770929,0.17947539377233948,-0.6976768933792014,-0.3465343361692437
9,0.6259999999999999,-0.5997772702992118,0.1772352613255703,-0.6984138760730844,-0.34795537915637004
9,0.607,-0.5992962640453379,0.1761754861810322,-0.6987602640339767,-0.3486262746514449
9,0.5840000000000001,-0.6191047058634869,0.21039668090428248,-0.6745013446322622,-0.34276892497923067
9,0.562,-0.5978715756932718,0.1793022132885802,-0.6982714349375316,-0.35045299033984734
9,0.553,-0.6593090231132218,0.29278654178088487,-0.6085124177011635,-0.33060594443682373
9,0.548,-0.6207554374327703,0.2175516358457983,-0.670106017807402,-0.3439358916088478
9,0.5349999999999999,-0.6287328385566902,0.23033211049582147,-0.6597352923467684,-0.3411619565940959
9,0.53,-0.6814888782512731,0.3351830157414414,-0.5666298869336378,-0.31961825043615216
9,0.49800000000000005,-0.6283432166120516,0.2330625399467679,-0.6583448635902104,-0.34270788610063924
9,0.49799999999999994,-0.6574544177081264,0.28193332754972983,-0.6150433449651685,-0.3316458521779852
9,0.49300000000000005,-0.5967716665134943,0.1842060398314802,-0.6972718634507343,-0.3517721725438929
9,0.48100000000000004,-0.5978932643225737,0.18289174334853764,-0.6973891245007292,-0.3503179466152656
9,0.45,-0.731729439085681,0.478406565112734,-0.4021690837281113,-0.27195443464978003
